Reservation_ID,Customer_ID,Vehicle_ID,Vehicle_Class,Booking_TS,Pickup_TS,Return_TS,City,Pickup_Lat,Pickup_Lon,Drop_Lat,Drop_Lon,Payment,Odo_Start,Odo_End,Fuel_Level,GPS_Lat,GPS_Lon,Max_Speed_kmh,Harsh_Events,Damage_Flag,Rate,Promo_Code,GST_Amount,Total_Amount,Rate_Plan,Driver_License,Notes,Customer_Feedback
RES-00088,C9624,CAR-03 ,SUV,2026-02-09 09:44,2026-02-09 20:44:00,2026-02-17 13:44,delhi,28.70984,77.095639,28.689212,77.110613,UPI,33942km,34744,0.5,25.31,78.9845,143 kmh,0,0,1500/day,BOGUS99,75.0,1575.0,eco,DL90871,Scratch on windows,good service
RES-00089,C9317,CAR 25,Economy,2026-02-13 18:11,2026-02-16 09:11,2026-02-24 17:11,Mumbai,19.095999,72.863898,19.067832,72.889225,wallet,"20,407 km","21,556 km",26%,21.293478,78.53,76,4,0,"₹ 1,000 /day",BOGUS99,50.0,1050.0,premium,DL90871,Contact Rahul 9876543210,good service
RES-00090,C8277, CAR-20,Luxury,2026-02-12 19:08,13/02/2026 19:08,2026-02-15 16:08,Kolkata,22.581447,88.345648,22.567172,88.372683,upi,"118,633km","118,956km",0.54,21.656042,73.512863,95,1,0,1500/day,SAVE10,75.0,1575.0,premium,DL90871,Bad Seats Quality,Good speaker
RES-00091,C3655,car-27,Compact,2026-03-08 07:19,2026-03-10 07:19:00,2026-03-12 12:19,kolkata,22.571067,88.355171,22.567875,88.364998,Card,"70,663km",71846,80%,21.99,72.38,161 kmh,6,0,1500,DISC15,,1575.0,premium,DL67543,Bad Seats Quality,Good speaker
RES-00092,C8167,car-03,Luxury,2026-01-05 01:30,07-01-2026 20:30,2026-01-09 02:30,bangalore,12.954955,77.581012,12.969573,77.595134,Card,"117,964km",118118km,0.60,13.100302,79.340873,136 kmh,6,0,₹1200/day,SAVE10,,1260.0,premium,DL90871,Speakers not working,Smooth going
RES-00093,C6493,car-26,Compact,2026-01-02 11:03,2026-01-04 13:03:00,2026-01-07 05:03,bangalore,12.960582,77.587347,12.955563,77.603188,UPI,"65,511km","67,029km",93%,25.8,83.283004,179 kmh,5,1,"₹ 1,200 /day",SAVE10,60.0,1260.0,standard,INVALID,Contact Rahul 9876543210,Good speaker
RES-00094,C9647,CAR-14,SUV,2026-02-04 05:44,2026-02-06 15:44,2026-02-11 19:44,Chennai,13.098934,80.25146,13.071326,80.256681,upi,87066,87146km,0.42,24.61,83.53,156 kmh,2,0,1000/day,DISC15,50.0,1050.0,standard,DL67543,Bad Seats Quality,email test@gmail.com
RES-00095,C4963,car-23,SUV,2026-02-05 16:03,2026-02-08 03:03,2026-02-14 22:03,Bengaluru,12.985068,77.594593,12.973042,77.599878,card,"28,614km",29240,0.5,20.477212,77.836798,176 kmh,1,0,800,,40.0,840.0,standard,DL67543,Bad Seats Quality,Smooth going
RES-00096,C1333,CAR-13 ,Economy,2026-01-01 08:22,2026-01-01 19:22,2026-01-03 22:22,CHENNAI,13.065407,80.271742,13.082993,80.290233,wallet,"13,817 km",15214,0.80,23.31,85.62,131 kmh,6,0,₹2000/day,DISC15,100.0,2100.0,premium,INVALID,Contact Rahul 9876543210,Smooth going
RES-00097,C9945,car-11,Luxury,2026-02-17 14:16,2026/02/19 11:16,2026-02-20 08:16,Mumbai,19.08686,72.887107,19.069301,72.859473,wallet,68501,69241km,0.63,13.31,77.405571,136 kmh,2,0,2500,SAVE10,125.0,2625.0,eco,DL12345,Speakers not working,email test@gmail.com
RES-00098,C9444,CAR 13,Luxury,2026-03-03 15:11,2026-03-03 20:11,2026-03-08 21:11,Delhi,28.685852,77.090479,28.685776,77.119835,Card,"7,161 km","8,570 km",56%,25.91,77.0196,121 kmh,3,0,1000/day,DISC15,50.0,1050.0,eco,DL67543,scratch on door,Good mileage
RES-00099,C7334,car-11,Luxury,2026-01-04 01:12,05-01-2026 20:12,2026-01-06 12:12,Delhi,28.716074,77.099978,28.700101,77.100089,wallet,"111,188 km",112948,68 %,16.9955,72.51,60,3,0,3000/day,,150.0,3150.0,eco,DL12345,Contact Rahul 9876543210,email test@gmail.com
RES-00100,C2311, CAR-11,SUV,2026-03-03 04:59,05/03/2026 11:59,2026-03-06 12:59,BENGALURU,12.975698,77.607494,12.973419,77.587448,card,"51,602km",53325,0.58,15.66,77.8238,163 kmh,4,0,800/day,DISC15,,840.0,standard,INVALID,Bad Seats Quality,Good mileage
RES-00101,C1939,CAR-03 ,SUV,2026-03-17 12:27,2026-03-19 22:27,2026-03-23 19:27,bangalore,12.976194,77.591998,12.977179,77.606259,cash,89555,90615,51 %,13.553835,82.8703,121 kmh,6,1,1000,DISC15,50.0,1050.0,premium,INVALID,Speakers not working,good service
RES-00102,C1530,car-20,Luxury,2026-03-25 20:01,2026-03-28 05:01,2026-04-04 14:01,blr,12.954289,77.605741,12.966253,77.589914,Card,114510,115119km,0.80,15.979144,77.11,84,2,0,₹ 800 /day,DISC15,40.0,840.0,eco,DL67543,scratch on door,Smooth going
RES-00103,C9176,CAR-17 ,Economy,2026-02-15 15:48,2026/02/17 14:48,2026-02-23 09:48,HYD,17.390982,78.476684,17.369538,78.496127,Card,68937km,69241km,90%,14.3164,85.55,179 kmh,6,0,₹1000/day,SAVE10,50.0,1050.0,eco,DL67543,Speakers not working,Good mileage
RES-00104,C2438, CAR-26,SUV,2026-02-01 07:28,2026-02-03 22:28,2026-02-07 03:28,Mumbai,19.061429,72.860662,19.062906,72.886235,wallet,101153km,101867,0.8,14.67,86.42,40,1,0,1000,DISC15,,1050.0,premium,DL67543,Bad Seats Quality,email test@gmail.com
RES-00105,C1430,CAR 12,SUV,2026-01-08 18:34,09-01-2026 17:34,2026-01-11 13:34,Delhi,28.688954,77.090539,28.689655,77.114115,card,16527km,17122,24 %,22.1149,77.6662,87,6,0,1000/day,DISC15,50.0,1050.0,standard,DL67543,Scratch on windows,Good speaker
RES-00106,C2215,CAR-15 ,SUV,2026-03-09 14:39,2026/03/12 04:39,2026-03-16 13:39,CHENNAI,13.093467,80.283634,13.06565,80.289595,upi,"36,632 km",37754,0.3,12.199333,86.19,146 kmh,2,1,1500/day,SAVE10,75.0,1575.0,eco,DL90871,Bad Seats Quality,Good speaker
RES-00107,C4694,CAR 12,SUV,2026-03-10 12:37,2026-03-12 20:37,2026-03-14 09:37,Chennai,13.095956,80.271424,13.074865,80.257179,UPI,"94,017km","95,826km",35 %,13.2997,80.7622,146 kmh,0,0,2000,DISC15,100.0,2100.0,standard,DL90871,Scratch on windows,email test@gmail.com
RES-00108,C6531,CAR 27,Economy,2026-01-31 15:40,02/02/2026 06:40,2026-02-09 02:40,Chennai,13.082803,80.257445,13.100364,80.256868,UPI,"87,132 km",87312km,0.1,13.094072,76.4931,172 kmh,4,0,3000,DISC15,150.0,3150.0,premium,DL67543,Contact Rahul 9876543210,email test@gmail.com
RES-00109,C8912,CAR-08 ,SUV,2026-01-08 19:41,11/01/2026 01:41,2026-01-13 10:41,Chennai,13.082622,80.275787,13.074287,80.288966,card,115199km,115484km,0.32,25.932466,86.365267,164 kmh,3,0,₹1000/day,BOGUS99,50.0,1050.0,standard,DL90871,Contact Rahul 9876543210,Smooth going
RES-00110,C6658,car-13,SUV,2026-01-08 10:03,2026-01-10 22:03,2026-01-16 05:03,mumbai,19.080266,72.870203,19.084735,72.887068,cash,"43,209km",44042km,17 %,19.19,85.4517,121 kmh,1,0,1500/day,DISC15,75.0,1575.0,eco,DL90871,Contact Rahul 9876543210,Smooth going
RES-00111,C5067,car-28,SUV,2026-03-10 17:20,2026-03-13 03:20,2026-03-16 03:20,Mumbai,19.059872,72.869308,19.071366,72.882315,cash,"38,272 km","38,988km",0.10,17.2,72.5906,52,1,1,"₹ 1,000 /day",SAVE10,50.0,1050.0,premium,DL90871,Contact Rahul 9876543210,Good speaker
RES-00112,C4944,CAR 07,SUV,2026-02-07 18:48,2026-02-10 06:48,2026-02-15 21:48,HYD,17.384895,78.470302,17.38073,78.484989,UPI,"91,460 km","92,577km",6%,13.34,87.330455,155 kmh,6,0,₹1200/day,,60.0,1260.0,eco,INVALID,Contact Rahul 9876543210,email test@gmail.com
RES-00113,C7606,CAR-12,Luxury,2026-01-04 20:31,07/01/2026 09:31,2026-01-14 12:31,Delhi,28.717987,77.099737,28.719398,77.1116,UPI,41749,"42,522km",7%,20.693026,82.78,74,4,0,800,,40.0,840.0,eco,INVALID,Speakers not working,Good mileage
RES-00114,C2946,CAR-05,Luxury,2026-03-12 15:12,14-03-2026 17:12,2026-03-15 15:12,CHENNAI,13.093276,80.261889,13.102264,80.277916,Card,"43,576km",44609km,0.55,19.9469,72.457375,153 kmh,6,0,2000/day,DISC15,100.0,2100.0,eco,DL90871,Contact Rahul 9876543210,good service
RES-00115,C8487,CAR 05,Compact,2026-02-11 13:23,2026-02-13 17:23,2026-02-19 07:23,Chennai,13.064512,80.256181,13.076022,80.26965,Card,12530km,13176km,0.68,14.7539,84.7708,161 kmh,5,0,"₹ 1,500 /day",,75.0,1575.0,eco,DL90871,Bad Seats Quality,good service
RES-00116,C8780,CAR-27,SUV,2026-03-18 19:10,2026-03-20 10:10:00,2026-03-28 11:10,CHENNAI,13.082993,80.271089,13.082294,80.273217,Card,11773km,"13,309 km",34%,23.051952,80.55,147 kmh,1,0,₹1000/day,DISC15,,1050.0,eco,DL12345,Speakers not working,Good speaker
RES-00117,C4728,CAR-24,Luxury,2026-03-27 23:26,28/03/2026 03:26,2026-04-05 00:26,CHENNAI,13.073321,80.276924,13.101582,80.273839,upi,"114,412 km",114997km,91%,20.9615,82.802306,156 kmh,2,0,1500,BOGUS99,75.0,1575.0,standard,INVALID,Scratch on windows,good service
RES-00118,C6139,car-14,Luxury,2026-03-09 01:46,09/03/2026 20:46,2026-03-14 01:46,Kolkata,22.553863,88.381828,22.556996,88.344657,wallet,"106,154km","106,468 km",27 %,19.920376,76.598545,53,0,0,₹3000/day,,150.0,3150.0,eco,DL90871,scratch on door,Good speaker
RES-00119,C7173,car-11,Luxury,2026-01-27 05:32,27/01/2026 13:32,2026-02-04 13:32,Kolkata,22.573347,88.366335,22.592525,88.363035,cash,"53,904 km",54519,0.32,16.8711,77.311164,50,3,1,2000/day,BOGUS99,100.0,2100.0,premium,INVALID,Scratch on windows,good service
RES-00120,C4396,CAR-23 ,SUV,2026-02-12 09:22,13-02-2026 17:22,2026-02-15 22:22,delhi,28.693095,77.121416,28.696005,77.09406,card,"55,995 km",57652,19%,24.578294,75.76,81,4,1,"₹ 2,000 /day",DISC15,100.0,2100.0,eco,DL12345,Scratch on windows,email test@gmail.com
RES-00121,C5712,CAR-23,SUV,2026-02-11 19:59,14-02-2026 17:59,2026-02-20 23:59,HYD,17.397735,78.504884,17.397185,78.478318,card,"30,148km",30690,24 %,15.9675,86.906377,169 kmh,6,0,2500/day,SAVE10,,2625.0,standard,DL67543,Contact Rahul 9876543210,good service
RES-00122,C9700,car-08,Economy,2026-03-23 21:47,2026-03-25 08:47:00,2026-03-31 05:47,CHENNAI,13.068191,80.275327,13.086173,80.260398,UPI,"71,294km","71,716 km",38 %,23.57,75.9113,87,0,0,1000/day,BOGUS99,,1050.0,standard,INVALID,Bad Seats Quality,email test@gmail.com
RES-00123,C4267, CAR-25,SUV,2026-02-22 09:45,2026-02-22 10:45:00,2026-02-24 01:45,Chennai,13.078976,80.288101,13.097836,80.269798,Card,24776,24549,63%,25.8314,77.9394,121 kmh,3,0,"₹ 1,200 /day",SAVE10,60.0,1260.0,standard,DL12345,Bad Seats Quality,Good speaker
RES-00124,C1595,CAR-27 ,Luxury,2026-03-21 04:58,2026/03/24 01:58,2026-03-26 16:58,Kolkata,22.589129,88.350903,22.58789,88.350932,upi,75907,77589km,78 %,18.2278,80.820371,42,1,0,800,BOGUS99,40.0,840.0,premium,DL90871,Speakers not working,Good mileage
RES-00125,C9261, CAR-15,Compact,2026-02-05 06:00,07-02-2026 01:00,2026-02-08 08:00,delhi,28.723664,77.104232,28.703856,77.120042,UPI,110754,"111,988km",66%,16.8147,84.121502,64,2,1,₹2000/day,SAVE10,,2100.0,eco,DL12345,scratch on door,Good mileage
RES-00126,C7643,CAR-27 ,SUV,2026-02-11 05:46,2026-02-12 05:46:00,2026-02-20 00:46,bangalore,12.983231,77.597311,12.981891,77.58162,UPI,"103,523km","105,295km",45 %,15.37,81.16,86,6,0,800/day,BOGUS99,40.0,840.0,eco,INVALID,Scratch on windows,Smooth going
RES-00127,C5947,CAR 19,Economy,2026-02-20 03:06,2026-02-21 21:06,2026-02-27 03:06,Mumbai,19.066431,72.867121,19.08615,72.895861,Card,"119,798 km","120,374 km",52 %,25.32,76.4594,149 kmh,0,0,2000/day,SAVE10,100.0,2100.0,standard,DL12345,Speakers not working,Good speaker
RES-00128,C6095,CAR-23,SUV,2026-03-22 23:44,2026-03-25 11:44,2026-03-26 21:44,Delhi,28.700317,77.102601,28.719905,77.110642,Card,"98,452 km",98233,0.1,16.706565,79.052561,68,3,1,2000/day,SAVE10,100.0,2100.0,premium,DL12345,Scratch on windows,email test@gmail.com
RES-00129,C2341,CAR-17 ,SUV,2026-03-18 07:14,2026-03-20 07:14,2026-03-25 07:14,HYD,17.395294,78.49878,17.398024,78.497174,UPI,72288,73470km,0.09,15.618158,86.558023,51,2,0,"₹ 1,000 /day",SAVE10,50.0,1050.0,eco,DL12345,scratch on door,Good speaker
RES-00130,C9008,CAR 03,Luxury,2026-03-11 06:03,14/03/2026 03:03,2026-03-16 10:03,Mumbai,19.069125,72.878514,19.06065,72.865916,UPI,94550km,95837km,30 %,23.7096,77.62,78,0,0,2000/day,DISC15,100.0,2100.0,standard,DL67543,Contact Rahul 9876543210,Smooth going
RES-00131,C2196,CAR-02 ,SUV,2026-02-25 04:32,2026-02-28 04:32:00,2026-02-28 22:32,HYD,17.393931,78.482538,17.397658,78.496532,wallet,"55,574 km",57253,1.0,21.0314,79.74,139 kmh,4,0,1000,SAVE10,,1050.0,eco,INVALID,Scratch on windows,Good speaker
RES-00132,C7887,CAR-12 ,Luxury,2026-01-09 12:03,2026/01/09 17:03,2026-01-14 21:03,delhi,28.691299,77.087917,28.709761,77.111672,card,"42,854 km","44,704 km",60 %,19.993,87.491582,47,6,0,₹1200/day,,60.0,1260.0,standard,DL67543,Bad Seats Quality,Smooth going
RES-00133,C1372,CAR-10 ,Luxury,2026-02-17 10:43,18/02/2026 02:43,2026-02-21 23:43,mumbai,19.077154,72.886814,19.064908,72.857839,cash,"81,218 km",82093km,0.44,15.443,75.04,91,1,0,₹2500/day,BOGUS99,125.0,2625.0,eco,DL90871,Bad Seats Quality,good service
RES-00134,C1256,car-08,Economy,2026-02-17 06:15,2026-02-18 07:15:00,2026-02-21 09:15,Kolkata,22.553889,88.370308,22.577197,88.38135,UPI,"63,388 km","64,438km",0.81,24.08,82.210839,148 kmh,4,0,1500/day,SAVE10,75.0,1575.0,eco,DL90871,scratch on door,Good mileage
RES-00135,C1924,CAR 05,SUV,2026-03-16 17:28,18/03/2026 01:28,2026-03-18 17:28,Kolkata,22.568691,88.353274,22.561291,88.378449,upi,29048km,30528km,0.8,27.8679,78.48035,140 kmh,1,0,1200/day,DISC15,60.0,1260.0,eco,INVALID,Bad Seats Quality,email test@gmail.com
RES-00136,C3869,CAR-21 ,Luxury,2026-03-14 03:36,15/03/2026 10:36,2026-03-19 00:36,Delhi,28.723528,77.10335,28.700642,77.093506,UPI,117941,117984,24 %,26.09,86.039132,176 kmh,3,0,1500/day,SAVE10,75.0,1575.0,eco,INVALID,Scratch on windows,Good speaker
RES-00137,C4692,car-10,Luxury,2026-02-12 14:42,2026-02-14 20:42:00,2026-02-18 09:42,Hyderabad,17.376996,78.474055,17.386517,78.476339,UPI,"43,378km",44416,0.2,17.03,82.05,49,1,1,₹1500/day,,75.0,1575.0,premium,DL12345,scratch on door,email test@gmail.com
RES-00138,C9775,car-24,Economy,2026-03-12 05:26,13/03/2026 13:26,2026-03-17 20:26,Delhi,28.697311,77.085663,28.702091,77.097343,Card,115324km,"115,497km",0.99,14.78,83.1923,124 kmh,3,0,₹2000/day,BOGUS99,100.0,2100.0,eco,INVALID,Bad Seats Quality,good service
RES-00139,C4470,car-30,Economy,2026-02-15 21:38,18/02/2026 21:64,2026-02-21 01:38,mumbai,19.064356,72.893981,19.068128,72.89406,wallet,71562km,72368,0.7,21.55,82.332118,93,4,0,1200,BOGUS99,,1260.0,premium,DL67543,Contact Rahul 9876543210,Good mileage
RES-00140,C5285,CAR 12,Luxury,2026-03-02 00:44,03/03/2026 07:44,2026-03-07 16:44,CHENNAI,13.093721,80.265926,13.084046,80.26507,card,"35,653km",36458,0.27,26.18,80.3069,175 kmh,2,0,800/day,SAVE10,40.0,840.0,eco,INVALID,Scratch on windows,email test@gmail.com
RES-00141,C7841,car-10,Compact,2026-01-12 06:30,13-01-2026 23:30,2026-01-18 01:30,Hyderabad,17.387501,78.475551,17.370837,78.477131,Card,"16,628 km",17608km,0.3,23.67,85.95,94,1,0,800,DISC15,40.0,840.0,eco,INVALID,Scratch on windows,Good mileage
RES-00142,C6770,car-06,Luxury,2026-01-28 16:36,2026-01-30 12:36,2026-02-06 15:36,delhi,28.72276,77.108168,28.703724,77.089229,upi,45229km,46413,0.43,14.26064,83.2401,165 kmh,4,0,"₹ 2,000 /day",,100.0,2100.0,standard,DL12345,Speakers not working,good service
RES-00143,C4583,CAR-17 ,SUV,2026-03-11 13:03,11/03/2026 20:64,2026-03-19 03:03,BENGALURU,12.9571,77.599828,12.954319,77.580641,UPI,"111,452km","113,064 km",0.8,25.27,87.37,53,5,0,₹1000/day,DISC15,50.0,1050.0,standard,INVALID,Scratch on windows,good service
RES-00144,C9777,CAR-10,Luxury,2026-03-19 05:42,21/03/2026 20:42,2026-03-29 00:42,Bengaluru,12.972888,77.591054,12.952269,77.603488,upi,"97,921km",98277km,88 %,27.2587,86.6236,80,3,1,1500,BOGUS99,75.0,1575.0,standard,DL12345,Bad Seats Quality,good service
RES-00145,C4984,car-23,SUV,2026-01-11 07:33,2026-01-14 03:33,2026-01-20 21:33,delhi,28.694793,77.098376,28.699022,77.098741,wallet,18194km,"18,936 km",0.5,20.234523,72.29,81,3,0,₹2500/day,DISC15,125.0,2625.0,standard,DL12345,Contact Rahul 9876543210,Good mileage
RES-00146,C8109, CAR-21,Economy,2026-01-09 19:54,2026/01/11 20:54,2026-01-16 01:54,CHENNAI,13.064945,80.251078,13.069555,80.270694,cash,38117,"39,544km",91 %,18.74,80.833654,80,4,0,"₹ 1,200 /day",BOGUS99,60.0,1260.0,eco,DL12345,Scratch on windows,Good mileage
RES-00147,C6152,car-01,Compact,2026-01-05 21:13,06/01/2026 07:13,2026-01-06 22:13,kolkata,22.588572,88.36644,22.553916,88.381051,wallet,"8,748km","9,041km",0.21,21.63,83.95,76,0,0,₹1500/day,,75.0,1575.0,premium,DL12345,Contact Rahul 9876543210,email test@gmail.com
RES-00148,C2284, CAR-17,Economy,2026-02-18 00:19,2026-02-20 02:19,2026-02-26 07:19,kolkata,22.567954,88.37349,22.58422,88.371472,UPI,29012km,30097km,28%,16.7514,82.38,88,2,0,2500,DISC15,125.0,2625.0,eco,DL90871,Speakers not working,good service
RES-00149,C7150,car-14,Luxury,2026-02-23 04:53,2026/02/25 07:53,2026-03-05 15:53,Delhi,28.709465,77.113842,28.702122,77.091626,UPI,83741,"84,221km",0.3,24.531757,74.28,88,6,0,1500,SAVE10,75.0,1575.0,eco,DL67543,Contact Rahul 9876543210,good service
RES-00150,C2745,CAR-03,SUV,2026-03-19 22:51,2026-03-21 09:51,2026-03-22 10:51,mumbai,19.084467,72.883056,19.085586,72.870367,card,"102,199 km",102485km,42%,16.3746,73.4665,157 kmh,6,0,"₹ 1,200 /day",,60.0,1260.0,eco,DL90871,Contact Rahul 9876543210,good service
RES-00151,C6315,CAR-28 ,Economy,2026-02-13 22:06,2026-02-16 08:06,2026-02-21 02:06,CHENNAI,13.066832,80.254285,13.084869,80.274577,Card,31606,32068,63 %,12.74,79.656392,170 kmh,1,1,3000,BOGUS99,150.0,3150.0,eco,DL12345,Scratch on windows,Good mileage
RES-00152,C3390,car-03,Luxury,2026-02-21 04:49,2026/02/22 12:49,2026-02-28 15:49,Chennai,13.090113,80.25748,13.073457,80.261436,Card,21660,21820km,0.1,25.23,78.9,127 kmh,6,0,"₹ 1,500 /day",BOGUS99,,1575.0,eco,INVALID,Speakers not working,Good mileage
RES-00153,C7224, CAR-26,Luxury,2026-02-20 17:30,2026/02/23 09:30,2026-02-26 04:30,Chennai,13.081014,80.25612,13.062971,80.266528,Card,23018km,"24,672 km",81 %,22.3521,79.72,72,1,0,1000/day,BOGUS99,,1050.0,premium,DL67543,Contact Rahul 9876543210,Good speaker
RES-00154,C9044,car-19,SUV,2026-02-24 18:38,2026-02-25 20:38,2026-03-04 10:38,HYD,17.372105,78.48263,17.377766,78.496095,card,"106,476km",108195,76 %,13.8309,81.96,144 kmh,0,1,800/day,BOGUS99,40.0,840.0,eco,DL90871,Bad Seats Quality,email test@gmail.com
RES-00155,C5773,CAR-27,Luxury,2026-02-02 14:23,2026/02/05 12:23,2026-02-07 19:23,Mumbai,19.09412,72.876165,19.084335,72.875238,wallet,"101,867 km","103,031km",94%,22.79,79.048755,46,4,0,1500,SAVE10,75.0,1575.0,premium,INVALID,Speakers not working,good service
RES-00156,C7566,CAR 18,Luxury,2026-03-04 08:40,05-03-2026 04:40,2026-03-12 08:40,kolkata,22.584163,88.346859,22.592228,88.363069,cash,"100,524 km",101004,0.4,26.5611,80.1947,124 kmh,4,0,₹1000/day,,50.0,1050.0,premium,DL12345,Bad Seats Quality,Smooth going
RES-00157,C7547, CAR-25,Luxury,2026-01-04 21:44,05/01/2026 11:44,2026-01-06 12:44,mumbai,19.062654,72.882207,19.078529,72.883501,UPI,79178km,"81,019 km",79 %,25.04,79.650353,142 kmh,0,0,800/day,,40.0,840.0,eco,DL12345,Speakers not working,Good speaker
RES-00158,C9199, CAR-05,Economy,2025-12-30 03:16,2026-01-02 03:16,2026-01-07 19:16,Chennai,13.080531,80.266345,13.093594,80.274244,card,75110,"76,721 km",89 %,25.5982,77.525454,145 kmh,6,0,1500/day,SAVE10,75.0,1575.0,standard,DL67543,Bad Seats Quality,Smooth going
RES-00159,C2599,CAR-15 ,SUV,2026-01-13 14:26,2026/01/14 09:26,2026-01-22 07:26,delhi,28.697823,77.113871,28.704945,77.096432,UPI,"84,981km","85,630km",90%,15.63,79.6745,123 kmh,3,1,₹1000/day,SAVE10,50.0,1050.0,standard,DL12345,Scratch on windows,Smooth going
RES-00160,C6422,CAR-18 ,Luxury,2026-02-07 11:51,2026/02/08 01:81,2026-02-15 02:51,Kolkata,22.589797,88.37352,22.57324,88.365976,upi,"109,030km","109,747 km",0.50,26.721331,86.57,123 kmh,4,0,₹2000/day,,100.0,2100.0,standard,INVALID,Speakers not working,Good speaker
RES-00161,C5560,CAR-25,Economy,2026-02-19 17:11,2026-02-21 20:11,2026-02-26 14:11,blr,12.969583,77.591782,12.951778,77.583192,cash,"118,162km","118,781km",42 %,24.0468,84.29,75,2,1,₹1500/day,BOGUS99,75.0,1575.0,premium,DL67543,Scratch on windows,Good mileage
RES-00162,C8501,car-20,SUV,2026-01-21 20:20,2026-01-24 11:20,2026-01-27 10:20,CHENNAI,13.086579,80.275152,13.08618,80.264617,cash,"51,475km",52884km,46%,12.72,81.42,163 kmh,2,0,₹3000/day,BOGUS99,,3150.0,eco,INVALID,scratch on door,Smooth going
RES-00163,C7286,car-14,Luxury,2026-03-15 10:43,2026-03-17 02:43,2026-03-19 19:43,blr,12.966532,77.580254,12.967139,77.598457,wallet,"115,836 km",117074km,50 %,21.8236,72.6352,127 kmh,6,0,₹800/day,SAVE10,40.0,840.0,standard,INVALID,Contact Rahul 9876543210,Smooth going
RES-00164,C1157,car-16,Compact,2026-03-09 09:58,2026-03-10 22:58,2026-03-16 07:58,Mumbai,19.068583,72.87574,19.058144,72.872062,card,55865,"56,928 km",0.8,19.89,82.7029,122 kmh,1,0,2000,,100.0,2100.0,eco,INVALID,Scratch on windows,Good mileage
RES-00165,C5785, CAR-02,Compact,2026-03-11 10:41,2026-03-13 16:41:00,2026-03-19 01:41,kolkata,22.572148,88.347207,22.553834,88.374342,cash,44844km,46244km,19%,13.120568,83.1031,133 kmh,6,0,₹2500/day,DISC15,125.0,2625.0,premium,DL90871,Bad Seats Quality,Smooth going
RES-00166,C9880,CAR-27,Luxury,2026-02-03 13:49,2026-02-06 05:49:00,2026-02-14 13:49,Chennai,13.085609,80.261416,13.084424,80.290336,cash,49202,50941,0.12,18.3341,87.1492,81,1,0,₹3000/day,BOGUS99,150.0,3150.0,standard,DL90871,Contact Rahul 9876543210,good service
RES-00167,C4882,CAR 07,SUV,2026-01-26 03:06,2026-01-28 13:06,2026-01-29 01:06,delhi,28.718588,77.085979,28.718712,77.087195,wallet,64123km,"65,263 km",0.08,18.2532,76.1082,64,0,0,₹3000/day,,,3150.0,premium,DL12345,Contact Rahul 9876543210,Smooth going
RES-00168,C5794,CAR 10,SUV,2026-03-19 17:27,2026-03-20 20:27,2026-03-23 04:27,bangalore,12.972891,77.598474,12.958335,77.61376,cash,44806,"46,371km",0.77,27.45,74.6911,140 kmh,4,0,₹800/day,DISC15,40.0,840.0,eco,DL90871,Bad Seats Quality,Good speaker
RES-00169,C7434,car-16,SUV,2026-03-27 10:08,2026-03-28 03:08:00,2026-03-31 05:08,Kolkata,22.562587,88.372356,22.585739,88.374359,wallet,39120km,40741km,48%,23.2402,77.14,41,2,1,800/day,SAVE10,,840.0,premium,DL67543,scratch on door,good service
RES-00170,C1040,CAR-28,Luxury,2026-02-23 00:28,2026/02/23 12:28,2026-03-03 20:28,HYD,17.392788,78.501793,17.383188,78.486222,wallet,"109,232km","109,368km",0.9,12.37,78.1892,123 kmh,3,1,₹ 800 /day,BOGUS99,,840.0,eco,DL67543,Contact Rahul 9876543210,Good mileage
RES-00171,C3139,CAR-19 ,SUV,2026-03-26 18:22,2026/03/27 22:22,2026-04-01 07:22,Hyderabad,17.384789,78.479615,17.376344,78.488592,wallet,"5,953 km",6762km,65%,26.698302,84.210011,169 kmh,1,0,₹2500/day,BOGUS99,125.0,2625.0,premium,DL67543,scratch on door,email test@gmail.com
RES-00172,C3604, CAR-28,Economy,2026-01-04 14:06,2026-01-07 01:70:70,2026-01-11 21:06,BENGALURU,12.959693,77.602144,12.956877,77.6006,wallet,59669km,60258,40 %,14.1839,77.630455,100,3,0,1200,SAVE10,60.0,1260.0,standard,DL90871,Bad Seats Quality,Good speaker
RES-00173,C2494,CAR-23,Economy,2026-02-15 10:05,16-02-2026 08:05,2026-02-23 10:05,BENGALURU,12.976624,77.60364,12.981809,77.591769,upi,"9,934km",10564km,93 %,21.3135,77.4536,128 kmh,3,0,1200,DISC15,60.0,1260.0,premium,DL90871,Speakers not working,good service
